SkierID,gender,Select_All_That_Apply
1696,f,"solit, altax"
1697,f,"parkc, deerv, canyo"
1698,m,"powmo, sbird"
1699,m,"solit, sbird"
1700,m,"solit, brton, canyo"
1701,f,"sbasn, parkc, deerv, canyo"
1702,f,"sbasn, altax, parkc, canyo"
1703,f,"powmo, solit, sbird, altax"
1704,m,"brton, altax, parkc"
1705,f,"sbasn, powmo, solit, sbird, parkc"
1706,f,"beavm, sbasn"
1707,f,"sbird, altax"
1708,f,"sbasn, powmo, solit, sbird, altax, parkc"
1709,f,"sbasn, sbird, altax"
1710,m,powmo
1711,m,"beavm, powmo"
1712,m,"sbird, altax"
1713,m,"sbasn, powmo, solit, sbird, altax"
1715,m,"sbird, altax"
1716,f,"brton, sbird, altax"
1717,m,"sbasn, powmo"
1718,f,"powmo, solit, brton, altax, parkc, deerv"
1719,m,"sbasn, solit, altax"
1720,m,"sbasn, parkc, deerv, canyo"
1721,f,"sbird, altax"
1722,m,"powmo, sbird, altax"
1723,m,"sbasn, powmo, sbird, deerv"
1724,f,"sbasn, parkc, canyo"
1725,m,"brton, sbird, altax"
1726,m,"sbird, altax"
1727,m,"powmo, parkc"
1728,f,"sbasn, powmo, altax"
1729,m,"sbasn, powmo, sbird, altax, deerv"
1730,m,"powmo, solit, sbird, altax, parkc, deerv"
1731,m,"brton, altax, parkc"
1732,f,"solit, parkc, deerv"
1733,f,"solit, sbird, altax"
1734,f,"sbasn, parkc, deerv, canyo"
1735,f,"parkc, deerv, canyo"
1736,f,"parkc, deerv, canyo"
1737,f,"sbasn, parkc, deerv, canyo"
1738,m,brton
1739,f,"parkc, deerv, canyo"
1740,m,"powmo, altax"
1741,m,"beavm, powmo, solit, brton, altax, parkc, deerv"
1742,m,"altax, parkc, deerv"
1743,f,"brton, sbird, parkc"
1744,m,"sbasn, powmo, solit, brton, parkc"
1745,f,"solit, brton, sbird, deerv"
1746,m,"beavm, powmo, sbird, parkc"
1747,f,"sbird, parkc, deerv, canyo"
1748,m,"solit, brton, sbird"
1749,m,"powmo, brton, sbird, altax"
1750,f,"parkc, deerv, canyo"
1751,m,"parkc, deerv, canyo"
1752,f,"parkc, deerv, canyo"
1753,m,"sbasn, solit, altax, deerv"
1754,m,"powmo, solit, sbird, altax"
1755,f,"sbasn, powmo"
1756,f,brton
1757,f,solit
1758,f,"brton, sbird, altax, parkc, deerv, canyo"
1759,m,"sbasn, brton, sbird, deerv, canyo"
1760,f,solit
1761,m,"powmo, solit, deerv, canyo"
1762,f,altax
1763,m,"parkc, canyo"
1764,f,powmo
1765,f,"beavm, sbird, altax, canyo"
1766,f,brton
1767,m,"brton, altax"
1768,f,"sbasn, brton, sbird, altax, deerv, canyo"
1769,f,"sbird, altax, deerv"
1770,m,"parkc, deerv, canyo"
1771,m,"powmo, solit, sbird, altax"
1772,m,"powmo, solit, brton, sbird, parkc, deerv"
1773,m,"altax, parkc, deerv, canyo"
1774,f,"parkc, deerv, canyo"
1775,f,"beavm, sbasn"
1776,m,"sbasn, powmo, altax"
1777,f,"sbasn, sbird, altax"
1778,m,"beavm, sbasn, powmo"
1779,f,"solit, altax, deerv"
1780,m,"powmo, solit, sbird, altax"
1781,m,"powmo, sbird, parkc"
1782,f,"sbird, parkc"
1783,m,"parkc, deerv"
1784,m,"sbasn, sbird, altax"
1785,m,"sbasn, powmo, sbird, altax"
1786,m,"parkc, deerv, canyo"
1787,f,"beavm, sbasn, powmo"
1788,m,"sbasn, powmo, canyo"
1789,f,"parkc, deerv, canyo"
1790,f,"sbasn, solit, brton, altax"
1791,f,"sbasn, powmo, solit, sbird, altax"
1792,f,"parkc, deerv, canyo"
1793,f,"powmo, sbird, altax"
1794,m,"sbasn, powmo, solit, sbird, altax"
1795,m,"sbasn, powmo, sbird, altax"
1796,f,"parkc, deerv, canyo"
1797,f,"sbird, altax"
1798,f,"sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
1799,f,"sbasn, powmo, solit, sbird, altax"
1800,f,"sbasn, powmo"
1801,m,"powmo, solit, brton, sbird, altax"
1802,f,"sbird, altax"
1803,f,"solit, sbird, altax, canyo"
1804,m,"solit, brton, sbird, altax, parkc, deerv"
1805,f,"solit, parkc, canyo"
1806,m,"powmo, sbird"
1807,m,"solit, brton, sbird, parkc, canyo"
1808,m,"brton, altax"
1809,m,"sbasn, powmo, solit, sbird, altax"
1810,m,"beavm, powmo, solit"
1811,f,beavm
1812,f,"powmo, solit, sbird, altax"
1813,m,"sbasn, parkc, deerv, canyo"
1814,m,"sbasn, powmo, solit, brton, sbird, altax, deerv"
1815,f,"sbird, altax"
1816,m,"beavm, sbasn, parkc"
1817,f,"parkc, deerv, canyo"
1818,f,"parkc, deerv, canyo"
1819,m,"powmo, solit, sbird, altax"
1820,m,"sbird, altax"
1821,f,"beavm, sbasn, powmo, altax"
1822,f,"beavm, sbasn, solit, altax, canyo"
1823,m,"parkc, deerv, canyo"
1824,f,"beavm, sbasn, solit, altax"
1825,m,"sbasn, powmo"
1826,m,"deerv, canyo"
1827,m,"beavm, powmo"
1828,m,"beavm, sbasn, altax"
1829,m,"powmo, brton, sbird"
1830,f,"powmo, sbird, altax"
1831,f,parkc
1832,f,canyo
1833,m,"beavm, powmo"
1834,m,"solit, parkc, canyo"
1835,m,"sbasn, powmo, sbird"
1836,m,"sbasn, powmo, solit, sbird"
1837,m,"powmo, solit, sbird, altax"
1838,m,"solit, brton, altax"
1839,m,beavm
1840,m,"solit, brton, sbird, parkc"
1841,f,"solit, altax, parkc, deerv"
1842,f,"powmo, altax, deerv"
1843,m,"solit, parkc, deerv"
1844,f,"powmo, brton, altax"
1845,m,"beavm, powmo"
1846,f,solit
1847,m,"sbasn, powmo, sbird, altax"
1848,f,"sbasn, powmo, solit, sbird, altax"
1849,f,"sbird, altax, parkc"
1850,m,"sbird, altax"
1851,f,deerv
1852,m,altax
1853,m,"brton, parkc"
1854,f,"sbasn, sbird, altax"
1855,m,"sbird, altax, canyo"
1856,f,"sbasn, powmo, brton, sbird, deerv, canyo"
1857,f,"parkc, deerv, canyo"
1858,m,"sbird, altax"
1859,m,"solit, sbird, altax"
1860,m,solit
1861,m,"solit, altax, parkc, deerv"
1862,f,"beavm, sbasn, powmo"
1863,m,"sbasn, powmo, sbird, canyo"
1864,m,"beavm, sbasn, powmo, solit, deerv"
1865,f,"sbasn, sbird, altax"
1866,f,"powmo, sbird, altax"
1867,f,"beavm, powmo"
1868,m,"sbasn, powmo, sbird, altax"
1869,m,"parkc, deerv"
1870,f,"sbasn, powmo, solit, sbird, altax"
1871,f,"sbasn, powmo, solit, sbird, altax"
1872,m,"sbasn, powmo"
1873,f,"sbasn, powmo, altax"
1874,m,"sbird, altax"
1875,m,"solit, sbird, altax"
1876,f,"sbird, altax"
1877,f,"parkc, deerv, canyo"
1878,f,"brton, sbird, parkc, deerv"
1879,m,"solit, altax"
1880,f,solit
1881,m,"solit, sbird, altax"
1882,m,"sbasn, powmo, solit, sbird, altax"
1883,m,"sbasn, powmo, sbird"
1884,m,"sbasn, solit"
1885,m,"solit, brton, sbird, altax"
1886,f,"sbasn, powmo"
1887,f,"sbird, altax"
1888,f,"parkc, deerv, canyo"
1889,f,"sbasn, powmo"
1890,f,"powmo, solit, sbird, altax"
1891,f,"parkc, deerv, canyo"
1892,f,"solit, altax, deerv"
1893,m,"parkc, deerv, canyo"
1894,m,"powmo, solit, sbird"
1895,m,powmo
1896,m,"sbird, altax"
1897,m,"solit, brton, sbird, altax, canyo"
1898,f,"sbasn, powmo, solit, sbird, altax"
1899,m,"solit, brton"
1900,f,"sbasn, parkc, deerv, canyo"
1901,f,solit
1902,m,"solit, sbird, deerv"
1903,f,solit
1904,m,"solit, parkc, deerv, canyo"
1905,f,"parkc, deerv, canyo"
1906,m,"powmo, sbird"
1907,f,"beavm, sbasn, solit"
1908,m,"powmo, parkc, deerv, canyo"
1909,f,"sbasn, powmo, solit, sbird, altax"
1910,f,"sbasn, powmo"
1911,f,"sbasn, parkc, deerv, canyo"
1912,m,"solit, brton, sbird, altax"
1913,f,"solit, sbird, altax"
1914,m,"parkc, deerv, canyo"
1915,m,"solit, brton"
1916,m,"sbasn, powmo, solit, sbird, altax"
1917,f,"solit, sbird, canyo"
1918,f,"sbird, altax, canyo"
1919,m,"sbird, parkc, deerv, canyo"
1920,m,"powmo, solit, altax"
1921,f,"sbird, altax"
1922,m,"parkc, deerv, canyo"
1923,m,"sbasn, powmo, solit, sbird, altax, parkc, canyo"
1924,m,"solit, sbird, altax"
1925,f,"parkc, deerv, canyo"
1926,m,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
1927,m,"sbasn, solit, sbird"
1928,f,"sbird, altax, parkc"
1929,m,"sbird, altax"
1930,f,"beavm, sbasn, powmo, solit, sbird"
1931,m,"solit, sbird, altax"
1932,f,"sbasn, powmo, solit, sbird, altax"
1933,m,"powmo, solit, sbird, altax"
1934,f,sbird
1935,f,"beavm, sbasn, sbird, altax"
1936,m,"powmo, solit, brton, sbird, altax"
1937,m,"sbasn, parkc, deerv, canyo"
1938,m,"beavm, sbasn, powmo, solit, altax"
1939,m,"beavm, sbasn, powmo, sbird"
1940,m,"sbasn, altax"
1941,f,"solit, brton"
1942,f,"sbasn, powmo, solit, sbird, altax"
1943,f,"parkc, deerv, canyo"
1944,f,powmo
1945,m,"sbasn, powmo, brton, deerv, canyo"
1946,f,"beavm, powmo, solit, sbird, altax"
1947,f,"sbird, altax, parkc"
1948,f,"solit, sbird, altax, parkc"
1949,m,"parkc, deerv, canyo"
1950,m,"parkc, deerv, canyo"
1951,f,"powmo, brton, canyo"
1952,m,"sbird, altax"
1953,f,"beavm, solit, brton, altax"
1954,f,"sbird, altax"
1955,f,"beavm, powmo"
1956,f,"parkc, deerv, canyo"
1957,f,"powmo, sbird, altax"
1958,m,"parkc, deerv, canyo"
1959,m,"sbird, altax, parkc"
1960,m,"beavm, altax"
1961,f,"sbasn, powmo, canyo"
1962,m,"powmo, canyo"
1963,m,solit
1964,m,"parkc, deerv, canyo"
1965,f,"brton, altax, canyo"
1966,m,"sbasn, parkc, deerv, canyo"
1967,f,"sbasn, powmo, solit, sbird, altax"
1968,f,"sbasn, powmo, solit, sbird, altax, parkc, deerv"
1969,f,"beavm, sbasn, brton, sbird, altax, parkc, deerv, canyo"
1970,m,"sbasn, powmo, solit, sbird, altax"
1971,m,"sbird, altax"
1972,f,"solit, sbird, altax"
1973,m,brton
1974,m,"parkc, deerv, canyo"
1975,m,"sbasn, powmo, solit, sbird, altax"
1976,m,"sbasn, powmo, solit, altax"
1977,m,"sbird, altax"
1978,m,sbird
1979,f,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
1980,m,"solit, parkc"
1981,f,"sbasn, powmo, solit"
1982,f,"sbird, altax"
1983,f,"sbasn, powmo, altax"
1984,m,"beavm, powmo, canyo"
1985,m,"sbird, altax"
1986,m,"powmo, solit, sbird, altax"
1987,f,"solit, sbird, altax, deerv"
1988,f,"brton, altax"
1989,m,"beavm, sbasn, powmo, solit, deerv"
1990,m,"sbasn, powmo, altax, parkc"
1991,m,powmo
1992,f,"sbasn, deerv"
1993,m,"sbasn, powmo, brton, sbird, altax"
1994,f,"parkc, deerv, canyo"
1995,f,"sbasn, powmo, solit, sbird, altax"
1996,f,altax
1997,f,"sbird, altax"
1998,f,"sbird, parkc, deerv, canyo"
1999,m,"sbird, altax"
2000,f,parkc
2001,m,"beavm, sbasn"
2002,m,"solit, sbird, altax"
2003,f,altax
2004,m,"parkc, deerv, canyo"
2005,f,"solit, sbird, altax, parkc, deerv"
2006,m,"sbasn, powmo, sbird"
2007,f,"solit, sbird, altax"
2008,m,"sbird, altax"
2009,m,"sbasn, sbird, altax"
2010,f,"beavm, solit, sbird, altax"
2011,m,"sbasn, powmo, sbird, altax"
2012,m,"parkc, deerv, canyo"
2013,f,"brton, altax, canyo"
2014,m,"solit, brton, sbird, deerv"
2015,f,"parkc, deerv, canyo"
2016,m,"solit, brton, sbird, altax, deerv, canyo"
2017,m,"sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
2018,f,"sbasn, powmo, solit, sbird"
2019,m,"beavm, sbasn, powmo, solit, brton, sbird, altax, deerv, canyo"
2020,f,"beavm, sbasn, altax"
2021,m,sbird
2022,f,"powmo, solit, sbird, altax"
2023,m,"parkc, deerv, canyo"
2024,f,"sbird, altax"
2025,m,"brton, altax"
2026,m,"sbasn, powmo, brton, sbird"
2027,f,"powmo, altax"
2028,m,"solit, brton"
2029,f,"solit, sbird, altax"
2030,f,"sbird, altax, parkc, deerv, canyo"
2031,f,"sbasn, parkc, deerv, canyo"
2032,f,"solit, brton, altax, deerv, canyo"
2033,m,"sbasn, solit"
2034,m,"sbasn, powmo, solit, sbird, altax"
2035,f,"beavm, powmo, solit, brton, canyo"
2036,m,"parkc, deerv, canyo"
2037,f,"beavm, sbasn, powmo, solit, brton, altax, deerv"
2038,f,"solit, parkc, deerv, canyo"
2039,m,"sbasn, powmo"
2040,m,altax
2041,m,"sbird, altax"
2042,m,"sbasn, parkc, deerv, canyo"
2043,f,"parkc, deerv, canyo"
2044,m,"beavm, sbasn, powmo, sbird, altax"
2045,f,"sbasn, powmo, solit, brton, sbird, altax"
2046,f,"sbasn, sbird, altax"
2047,f,"beavm, sbasn, powmo, solit, altax, parkc, deerv, canyo"
2048,f,"powmo, altax"
2049,f,"beavm, sbasn, solit"
2050,f,"parkc, deerv, canyo"
2051,m,"powmo, sbird, altax, canyo"
2052,m,"sbasn, solit"
2053,m,"sbasn, powmo, altax, deerv"
2054,m,"beavm, powmo"
2055,m,"powmo, solit"
2056,m,"sbasn, solit, brton, altax"
2057,m,"parkc, deerv, canyo"
2058,m,"beavm, sbasn, powmo"
2059,m,"solit, brton, sbird, altax, parkc"
2060,f,"sbird, altax"
2061,m,"sbasn, powmo, solit, deerv"
2062,m,"brton, sbird"
2063,f,beavm
2064,m,"altax, parkc, deerv, canyo"
2065,m,"deerv, canyo"
2066,f,"solit, altax, parkc, canyo"
2067,f,powmo
2068,m,"sbasn, powmo, sbird"
2069,m,"sbasn, powmo, sbird, parkc"
2070,m,"sbasn, powmo, solit, altax"
2071,m,"powmo, solit"
2072,m,"solit, parkc, deerv"
2073,m,"sbird, altax"
2074,m,"sbird, altax"
2075,m,"sbasn, powmo"
2076,m,"sbird, deerv, canyo"
2077,m,"sbasn, sbird, parkc, deerv, canyo"
2078,f,"solit, brton"
2079,m,"beavm, sbasn, powmo, brton, sbird"
2080,m,"sbasn, powmo, solit, sbird, parkc"
2081,m,"sbird, altax"
2082,m,"sbird, altax"
2083,m,"powmo, solit, sbird, altax"
2084,m,"sbasn, brton, altax, canyo"
2085,f,"sbasn, parkc, deerv, canyo"
2086,f,"sbasn, sbird, parkc, deerv, canyo"
2087,m,"parkc, deerv, canyo"
2088,m,"sbasn, powmo, sbird"
2089,f,"beavm, solit, sbird, altax, canyo"
2090,m,"sbasn, powmo"
2091,m,"sbird, altax"
2092,m,"solit, altax, parkc"
2093,m,"sbird, altax"
2094,f,"sbasn, parkc"
2095,m,"powmo, solit, sbird, altax"
2096,f,"sbasn, powmo, solit, sbird, altax"
2097,f,"sbasn, powmo, solit, brton, sbird, altax"
2098,m,"beavm, sbasn, powmo, solit, brton, sbird, parkc, deerv, canyo"
2099,f,"parkc, deerv, canyo"
2100,f,"solit, brton, parkc, deerv"
2101,m,"solit, sbird, altax"
2102,f,brton
2103,f,"sbasn, powmo, brton, deerv"
2104,f,"brton, parkc"
2105,m,"sbasn, powmo, solit, sbird, altax"
2106,f,"solit, canyo"
2107,m,"sbasn, powmo"
2108,m,"sbird, altax"
2109,m,"sbasn, powmo, solit, sbird, altax"
2110,f,"parkc, deerv, canyo"
2111,m,"sbasn, powmo, solit, altax"
2112,f,sbird
2113,f,"sbird, altax"
2114,f,"parkc, deerv, canyo"
2115,f,"sbasn, parkc, deerv, canyo"
2116,m,"altax, parkc, deerv"
2117,f,"sbasn, parkc, canyo"
2118,m,"sbasn, powmo, solit, sbird, altax"
2119,m,powmo
2120,m,"sbasn, deerv, canyo"
2121,m,"powmo, sbird, altax, canyo"
2122,f,"parkc, deerv, canyo"
2123,m,"sbasn, sbird, altax"
2124,f,"solit, altax"
2125,f,"brton, altax"
2126,m,"sbasn, powmo, sbird, altax"
2127,f,"solit, parkc, deerv"
2128,m,beavm
2130,m,"sbasn, sbird, altax"
2131,f,"parkc, deerv, canyo"
2132,f,altax
2133,f,"sbasn, brton, sbird, altax, parkc"
2134,m,"parkc, deerv"
2135,m,"sbasn, powmo, sbird"
2136,m,"sbird, altax"
2137,f,"beavm, sbasn, powmo"
2138,f,"parkc, deerv, canyo"
2139,f,"sbasn, solit"
2140,m,"powmo, sbird"
2141,m,"sbasn, solit, sbird"
2142,m,"beavm, powmo, solit, parkc"
2143,m,"beavm, powmo, altax"
2144,m,"parkc, deerv, canyo"
2145,f,"sbird, altax, deerv"
2146,m,"sbasn, powmo, solit, sbird"
2147,m,"sbasn, solit"
2148,m,"sbird, parkc, canyo"
2149,f,"sbird, altax, parkc"
2150,m,"powmo, sbird, altax"
2151,m,brton
2152,m,beavm
2153,f,"beavm, sbasn, powmo"
2154,m,"beavm, sbasn, powmo, brton, altax"
2155,f,"beavm, powmo, solit, sbird"
2156,m,"powmo, sbird, altax"
2157,m,"powmo, parkc"
2158,f,"parkc, deerv, canyo"
2159,m,"parkc, deerv, canyo"
2160,m,"beavm, powmo"
2161,m,"beavm, sbird"
2162,m,"solit, sbird, altax, parkc, deerv"
2163,m,"solit, sbird, altax"
2164,f,"sbasn, parkc, deerv, canyo"
2165,m,"powmo, sbird"
2166,m,"sbasn, powmo, solit, sbird, altax"
2167,m,"powmo, solit"
2168,m,"beavm, sbird"
2170,f,"sbird, altax"
2171,m,"sbasn, powmo, deerv"
2172,f,"sbird, altax"
2173,f,"sbasn, brton, sbird, parkc, deerv"
2174,f,"sbird, altax"
2175,m,"sbasn, powmo, brton, sbird, altax, deerv"
2176,f,"sbasn, brton, altax, parkc, deerv, canyo"
2177,m,"beavm, sbasn, powmo, deerv"
2178,m,"sbasn, sbird"
2179,f,"brton, altax"
2180,m,"sbasn, powmo, sbird, altax"
2181,f,"beavm, powmo, canyo"
2182,m,"beavm, sbasn, powmo, solit, sbird, altax"
2183,f,"sbasn, powmo"
2184,f,"beavm, sbasn, powmo, altax"
2185,m,"solit, sbird"
2186,f,"beavm, powmo, altax"
2187,m,"beavm, sbasn"
2188,f,"sbird, altax"
2189,m,"parkc, deerv, canyo"
2190,f,"sbasn, powmo, sbird, altax"
2191,m,"powmo, solit"
2192,f,"beavm, sbasn, altax"
2193,f,"sbird, altax"
2194,f,"parkc, deerv, canyo"
2195,f,"sbird, altax"
2196,f,"sbird, altax"
2197,f,"sbird, altax, parkc"
2198,m,powmo
2199,m,"sbasn, powmo, sbird, altax"
2200,m,"altax, parkc, deerv"
2201,f,"sbasn, powmo, solit, brton, sbird, altax"
2202,m,"sbasn, powmo, solit, brton"
2203,f,sbird
2204,f,"powmo, sbird"
2205,f,"sbasn, solit, brton, sbird, altax"
2206,m,"beavm, sbasn, powmo, solit, brton"
2207,m,"sbasn, altax, parkc, deerv, canyo"
2208,f,"beavm, sbasn, powmo"
2209,m,"sbasn, powmo, deerv"
2210,m,"parkc, canyo"
2211,f,"altax, deerv, canyo"
2212,m,"solit, brton, sbird"
2213,m,"parkc, deerv, canyo"
2214,m,"solit, brton, canyo"
2215,m,"parkc, deerv, canyo"
2216,f,altax
2217,m,"parkc, deerv, canyo"
2218,m,"sbasn, sbird, altax"
2219,f,"sbasn, sbird, altax"
2220,f,"sbasn, powmo, altax"
2221,m,"sbird, altax"
2222,f,"parkc, deerv, canyo"
2223,m,brton
2224,f,"sbird, altax"
2225,f,"powmo, solit, sbird, altax"
2226,f,"sbasn, powmo, solit, altax"
2227,m,"parkc, deerv, canyo"
2228,m,"sbasn, brton"
2229,m,"sbasn, parkc, deerv, canyo"
2230,m,"sbasn, powmo"
2231,m,"powmo, sbird, altax"
2232,f,"sbasn, canyo"
2233,f,"sbasn, canyo"
2234,f,"parkc, deerv, canyo"
2235,m,"parkc, deerv, canyo"
2236,f,"powmo, solit"
2237,m,"sbird, altax"
2238,f,"solit, sbird, altax"
2239,m,"parkc, deerv, canyo"
2240,m,powmo
2241,f,"powmo, solit, sbird, altax"
2242,m,"solit, altax, deerv, canyo"
2243,m,"solit, deerv, canyo"
2244,m,"powmo, sbird, altax"
2245,f,powmo
2246,f,"sbasn, brton"
2247,m,"powmo, solit, sbird, altax, parkc"
2248,m,"beavm, sbasn, powmo, sbird"
2249,f,"sbasn, powmo"
2250,m,"sbasn, powmo, solit, sbird, altax"
2251,f,"beavm, powmo, solit, sbird, altax"
2252,f,"solit, brton, sbird"
2253,f,"powmo, solit, sbird, altax"
2254,m,"sbasn, powmo, canyo"
2255,f,powmo
2256,f,"solit, sbird, altax"
2257,m,"sbasn, altax, deerv"
2258,f,"solit, brton, parkc, canyo"
2259,f,"parkc, deerv, canyo"
2260,m,"solit, brton, altax"
2261,f,"sbasn, parkc, deerv, canyo"
2262,m,"sbasn, powmo, solit, sbird, altax"
2263,m,solit
2264,f,"parkc, deerv, canyo"
2265,m,powmo
2266,m,"sbasn, sbird, altax"
2267,f,"parkc, deerv, canyo"
2268,f,"sbird, altax"
2269,f,"sbird, altax, parkc"
2270,m,"powmo, brton, altax"
2271,f,"powmo, sbird, altax"
2272,f,"solit, brton, altax, parkc, canyo"
2273,f,solit
2274,m,"beavm, powmo"
2275,m,"sbird, altax"
2276,f,"sbasn, powmo, sbird, altax"
2277,f,"solit, parkc, canyo"
2278,f,"solit, brton, parkc"
2279,f,sbird
2280,m,"powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
2281,f,"parkc, deerv, canyo"
2282,m,"sbasn, solit"
2283,f,"sbasn, powmo, solit, sbird, altax"
2284,m,"sbasn, powmo, sbird, parkc"
2285,f,altax
2286,f,"beavm, solit"
2287,m,"sbasn, brton"
2288,m,"sbasn, powmo, brton"
2289,m,"parkc, deerv, canyo"
2290,f,powmo
2291,m,"sbasn, sbird, altax"
2292,f,"solit, sbird, altax"
2293,m,"beavm, sbasn, parkc, deerv"
2294,m,brton
2295,m,"parkc, deerv, canyo"
2296,m,"solit, brton"
2297,m,"solit, brton, canyo"
2298,m,"brton, altax, parkc"
2299,f,"parkc, deerv, canyo"
2300,f,"beavm, sbasn, powmo"
2301,m,"powmo, sbird, altax"
2302,f,"beavm, powmo, brton, sbird"
2303,f,"sbird, altax"
2304,f,"solit, altax, parkc, deerv, canyo"
2305,m,"parkc, deerv, canyo"
2306,m,"sbird, altax"
2307,f,"sbird, altax, parkc"
2308,f,"powmo, brton, sbird, deerv, canyo"
2309,m,"sbasn, powmo, brton, sbird, canyo"
2310,m,"solit, sbird, altax, parkc"
2311,m,"parkc, deerv, canyo"
2312,m,"sbasn, solit, brton, parkc, canyo"
2313,f,"brton, altax"
2314,f,"solit, brton, sbird, altax"
2315,m,"sbasn, parkc, deerv"
2316,f,"sbasn, powmo, solit, altax"
2317,m,"sbasn, powmo, sbird"
2318,m,"altax, deerv"
2319,f,"solit, canyo"
2320,m,"powmo, altax"
2321,m,"parkc, deerv, canyo"
2322,m,"beavm, powmo, sbird"
2323,f,"powmo, sbird, deerv"
2324,m,"beavm, sbasn, powmo"
2325,m,"beavm, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
2326,m,"sbasn, parkc, deerv, canyo"
2327,f,"solit, sbird, altax, canyo"
2328,f,"solit, altax, parkc"
2329,f,"sbasn, powmo, sbird, altax"
2330,m,altax
2331,m,"parkc, deerv, canyo"
2332,f,"sbird, altax"
2333,m,"solit, sbird, altax"
2334,m,"sbird, altax, deerv"
2335,m,"sbasn, parkc, deerv, canyo"
2336,m,"sbird, altax"
2337,m,"powmo, sbird"
2338,f,"sbasn, powmo, altax"
2339,m,"sbasn, powmo, solit"
2340,f,powmo
2341,f,"sbird, altax"
2342,m,"solit, sbird, altax"
2343,m,"sbird, parkc, deerv, canyo"
2344,m,"brton, sbird"
2345,m,"sbasn, powmo, solit, sbird, altax"
2346,f,"brton, parkc, deerv, canyo"
2347,m,powmo
2348,f,"sbasn, solit, altax"
2349,f,"sbird, parkc, deerv, canyo"
2350,f,"sbasn, powmo, solit, brton, sbird, altax"
2351,m,"brton, sbird, deerv"
2352,m,"sbasn, solit, sbird, altax"
2353,f,"solit, sbird, altax"
2354,f,"parkc, deerv, canyo"
2355,f,"sbird, altax"
2356,m,"solit, brton, canyo"
2357,f,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
2358,m,"powmo, altax"
2359,f,powmo
2360,f,"sbird, altax"
2361,f,"powmo, solit"
2362,m,"beavm, sbasn, sbird, canyo"
2363,f,"sbasn, solit, brton, sbird, deerv, canyo"
2364,m,"powmo, brton, sbird, parkc"
2365,m,"sbasn, powmo, solit"
2366,m,solit
2367,m,"powmo, brton, sbird, altax, parkc, deerv, canyo"
2368,f,"solit, altax"
2369,m,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
2370,f,"brton, altax"
2371,f,"sbasn, powmo"
2372,m,solit
2373,m,"powmo, sbird, deerv, canyo"
2374,m,"sbasn, powmo, sbird, altax, parkc"
2375,m,brton
2376,m,"powmo, solit, altax"
2377,m,"brton, altax, parkc, deerv"
2378,m,"sbasn, parkc, deerv, canyo"
2379,f,brton
2380,m,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
2381,m,"sbird, altax"
2382,f,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
2383,m,"parkc, deerv, canyo"
2384,m,"beavm, sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
2385,f,"altax, parkc, deerv, canyo"
2386,m,"powmo, solit, sbird, altax"
2387,m,solit
2388,m,"parkc, deerv, canyo"
2389,f,"solit, parkc, deerv, canyo"
2390,m,"sbasn, brton"
2391,f,"sbasn, powmo, solit, brton, sbird, altax, parkc, deerv, canyo"
2392,f,"altax, parkc, deerv, canyo"
2393,m,"sbird, altax"
2394,m,"sbird, altax"
2395,m,"parkc, deerv, canyo"
2396,f,"parkc, deerv, canyo"
2397,m,"solit, sbird, altax"
2398,m,"powmo, sbird, altax"
2399,f,"solit, brton, sbird"
2400,m,"solit, sbird, altax"
2401,f,"solit, brton, altax, deerv, canyo"
2402,m,"beavm, sbasn, powmo, solit, sbird"
2403,f,"sbasn, solit, brton, sbird, parkc"
2404,m,"sbird, parkc, deerv"
2405,m,"beavm, powmo"
2406,f,"parkc, deerv, canyo"
2407,f,"brton, altax"
2408,f,"parkc, deerv, canyo"
2409,m,"parkc, deerv, canyo"
2410,m,"parkc, deerv, canyo"
2411,f,"powmo, sbird, altax"
2412,f,"sbird, altax"
2413,m,"beavm, sbasn, powmo, deerv"
2414,f,"powmo, sbird"
2415,f,"beavm, powmo, solit"
2416,f,"sbasn, sbird, altax"
2417,f,"sbasn, solit, brton, altax, deerv, canyo"
2418,m,"parkc, deerv, canyo"
2419,f,"beavm, powmo, brton, altax, deerv"
2420,m,"solit, brton"
2421,m,"brton, sbird, altax, parkc"
2422,f,"brton, sbird, altax, parkc"
2423,m,"sbasn, brton, sbird, deerv"
2424,m,"parkc, deerv, canyo"
2425,f,"parkc, deerv, canyo"
2426,m,solit
2427,m,"sbird, altax, deerv"
2428,m,"beavm, sbasn"
2429,f,"beavm, sbasn, solit, brton, sbird, altax"
2430,m,"sbasn, powmo, sbird, parkc, canyo"
2431,f,beavm
2432,m,"brton, sbird, altax, deerv"
